flight_no,departure_airport,arrival_airport,scheduled_departure,scheduled_arrival,aircraft
PG0237,Брянск,Внуково,2016-10-11 05:20:00+00:00,2016-10-11 05:45:00+00:00,Sukhoi SuperJet-100
PG0238,Брянск,Внуково,2016-10-11 07:05:00+00:00,2016-10-11 07:30:00+00:00,Sukhoi SuperJet-100
PG0236,Брянск,Внуково,2016-10-21 06:30:00+00:00,2016-10-21 06:55:00+00:00,Sukhoi SuperJet-100
PG0237,Брянск,Внуково,2016-09-22 05:20:00+00:00,2016-09-22 05:45:00+00:00,Sukhoi SuperJet-100
PG0238,Брянск,Внуково,2016-09-22 07:05:00+00:00,2016-09-22 07:30:00+00:00,Sukhoi SuperJet-100
PG0237,Брянск,Внуково,2016-10-05 05:20:00+00:00,2016-10-05 05:45:00+00:00,Sukhoi SuperJet-100
PG0238,Брянск,Внуково,2016-10-15 07:05:00+00:00,2016-10-15 07:30:00+00:00,Sukhoi SuperJet-100
PG0238,Брянск,Внуково,2016-09-20 07:05:00+00:00,2016-09-20 07:30:00+00:00,Sukhoi SuperJet-100
PG0238,Брянск,Внуково,2016-10-17 07:05:00+00:00,2016-10-17 07:30:00+00:00,Sukhoi SuperJet-100
PG0237,Брянск,Внуково,2016-09-20 05:20:00+00:00,2016-09-20 05:45:00+00:00,Sukhoi SuperJet-100
PG0237,Брянск,Внуково,2016-09-17 05:20:00+00:00,2016-09-17 05:45:00+00:00,Sukhoi SuperJet-100
PG0238,Брянск,Внуково,2016-10-18 07:05:00+00:00,2016-10-18 07:30:00+00:00,Sukhoi SuperJet-100
PG0236,Брянск,Внуково,2016-09-20 06:30:00+00:00,2016-09-20 06:55:00+00:00,Sukhoi SuperJet-100
PG0236,Брянск,Внуково,2016-11-09 06:30:00+00:00,2016-11-09 06:55:00+00:00,Sukhoi SuperJet-100
PG0236,Брянск,Внуково,2016-09-25 06:30:00+00:00,2016-09-25 06:55:00+00:00,Sukhoi SuperJet-100
PG0237,Брянск,Внуково,2016-10-14 05:20:00+00:00,2016-10-14 05:45:00+00:00,Sukhoi SuperJet-100
PG0237,Брянск,Внуково,2016-11-09 05:20:00+00:00,2016-11-09 05:45:00+00:00,Sukhoi SuperJet-100
PG0238,Брянск,Внуково,2016-09-26 07:05:00+00:00,2016-09-26 07:30:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-11-06 15:00:00+00:00,2016-11-06 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-04 11:15:00+00:00,2016-10-04 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-04 15:00:00+00:00,2016-10-04 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-04 16:20:00+00:00,2016-10-04 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-11-02 16:20:00+00:00,2016-11-02 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-11-02 15:00:00+00:00,2016-11-02 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-11-02 11:15:00+00:00,2016-11-02 11:45:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-05 16:20:00+00:00,2016-10-05 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-05 15:00:00+00:00,2016-10-05 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-05 11:15:00+00:00,2016-10-05 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-03 11:15:00+00:00,2016-10-03 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-03 15:00:00+00:00,2016-10-03 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-03 16:20:00+00:00,2016-10-03 16:50:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-11-01 11:15:00+00:00,2016-11-01 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-11-01 15:00:00+00:00,2016-11-01 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-11-01 16:20:00+00:00,2016-11-01 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-06 16:20:00+00:00,2016-10-06 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-06 15:00:00+00:00,2016-10-06 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-06 11:15:00+00:00,2016-10-06 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-02 11:15:00+00:00,2016-10-02 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-02 15:00:00+00:00,2016-10-02 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-02 16:20:00+00:00,2016-10-02 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-11-03 16:20:00+00:00,2016-11-03 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-11-03 15:00:00+00:00,2016-11-03 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-11-03 11:15:00+00:00,2016-11-03 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-01 11:15:00+00:00,2016-10-01 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-01 15:00:00+00:00,2016-10-01 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-01 16:20:00+00:00,2016-10-01 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-07 16:20:00+00:00,2016-10-07 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-07 15:00:00+00:00,2016-10-07 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-07 11:15:00+00:00,2016-10-07 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-31 11:15:00+00:00,2016-10-31 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-31 15:00:00+00:00,2016-10-31 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-31 16:20:00+00:00,2016-10-31 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-11-04 16:20:00+00:00,2016-11-04 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-11-04 15:00:00+00:00,2016-11-04 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-11-04 11:15:00+00:00,2016-11-04 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-30 11:15:00+00:00,2016-09-30 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-30 15:00:00+00:00,2016-09-30 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-30 16:20:00+00:00,2016-09-30 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-08 16:20:00+00:00,2016-10-08 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-08 15:00:00+00:00,2016-10-08 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-08 11:15:00+00:00,2016-10-08 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-29 11:15:00+00:00,2016-09-29 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-29 15:00:00+00:00,2016-09-29 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-29 16:20:00+00:00,2016-09-29 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-09 16:20:00+00:00,2016-10-09 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-09 15:00:00+00:00,2016-10-09 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-09 11:15:00+00:00,2016-10-09 11:45:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-11-05 16:20:00+00:00,2016-11-05 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-11-05 15:00:00+00:00,2016-11-05 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-11-05 11:15:00+00:00,2016-11-05 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-28 11:15:00+00:00,2016-09-28 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-28 15:00:00+00:00,2016-09-28 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-28 16:20:00+00:00,2016-09-28 16:50:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-30 11:15:00+00:00,2016-10-30 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-30 15:00:00+00:00,2016-10-30 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-30 16:20:00+00:00,2016-10-30 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-10 16:20:00+00:00,2016-10-10 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-10 15:00:00+00:00,2016-10-10 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-10 11:15:00+00:00,2016-10-10 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-27 11:15:00+00:00,2016-09-27 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-27 15:00:00+00:00,2016-09-27 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-27 16:20:00+00:00,2016-09-27 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-11 16:20:00+00:00,2016-10-11 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-11 15:00:00+00:00,2016-10-11 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-11 11:15:00+00:00,2016-10-11 11:45:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-11-06 16:20:00+00:00,2016-11-06 16:50:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-11-06 11:15:00+00:00,2016-11-06 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-26 11:15:00+00:00,2016-09-26 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-26 15:00:00+00:00,2016-09-26 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-26 16:20:00+00:00,2016-09-26 16:50:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-29 11:15:00+00:00,2016-10-29 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-29 15:00:00+00:00,2016-10-29 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-29 16:20:00+00:00,2016-10-29 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-12 16:20:00+00:00,2016-10-12 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-12 15:00:00+00:00,2016-10-12 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-12 11:15:00+00:00,2016-10-12 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-25 11:15:00+00:00,2016-09-25 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-25 15:00:00+00:00,2016-09-25 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-25 16:20:00+00:00,2016-09-25 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-11-07 16:20:00+00:00,2016-11-07 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-11-07 15:00:00+00:00,2016-11-07 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-11-07 11:15:00+00:00,2016-11-07 11:45:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-13 16:20:00+00:00,2016-10-13 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-13 15:00:00+00:00,2016-10-13 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-13 11:15:00+00:00,2016-10-13 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-24 11:15:00+00:00,2016-09-24 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-24 15:00:00+00:00,2016-09-24 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-24 16:20:00+00:00,2016-09-24 16:50:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-28 11:15:00+00:00,2016-10-28 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-28 15:00:00+00:00,2016-10-28 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-28 16:20:00+00:00,2016-10-28 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-14 16:20:00+00:00,2016-10-14 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-14 15:00:00+00:00,2016-10-14 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-14 11:15:00+00:00,2016-10-14 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-23 11:15:00+00:00,2016-09-23 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-23 15:00:00+00:00,2016-09-23 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-23 16:20:00+00:00,2016-09-23 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-11-08 16:20:00+00:00,2016-11-08 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-11-08 15:00:00+00:00,2016-11-08 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-11-08 11:15:00+00:00,2016-11-08 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-22 11:15:00+00:00,2016-09-22 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-22 15:00:00+00:00,2016-09-22 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-22 16:20:00+00:00,2016-09-22 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-15 16:20:00+00:00,2016-10-15 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-15 15:00:00+00:00,2016-10-15 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-15 11:15:00+00:00,2016-10-15 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-27 11:15:00+00:00,2016-10-27 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-27 15:00:00+00:00,2016-10-27 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-27 16:20:00+00:00,2016-10-27 16:50:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-21 11:15:00+00:00,2016-09-21 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-21 15:00:00+00:00,2016-09-21 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-21 16:20:00+00:00,2016-09-21 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-16 16:20:00+00:00,2016-10-16 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-16 15:00:00+00:00,2016-10-16 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-16 11:15:00+00:00,2016-10-16 11:45:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-23 16:20:00+00:00,2016-10-23 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-11-09 16:20:00+00:00,2016-11-09 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-11-09 15:00:00+00:00,2016-11-09 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-11-09 11:15:00+00:00,2016-11-09 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-20 11:15:00+00:00,2016-09-20 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-20 15:00:00+00:00,2016-09-20 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-20 16:20:00+00:00,2016-09-20 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-17 16:20:00+00:00,2016-10-17 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-17 15:00:00+00:00,2016-10-17 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-17 11:15:00+00:00,2016-10-17 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-26 11:15:00+00:00,2016-10-26 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-26 15:00:00+00:00,2016-10-26 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-26 16:20:00+00:00,2016-10-26 16:50:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-19 11:15:00+00:00,2016-09-19 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-19 15:00:00+00:00,2016-09-19 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-19 16:20:00+00:00,2016-09-19 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-18 16:20:00+00:00,2016-10-18 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-18 15:00:00+00:00,2016-10-18 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-18 11:15:00+00:00,2016-10-18 11:45:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-11-10 16:20:00+00:00,2016-11-10 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-11-10 15:00:00+00:00,2016-11-10 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-11-10 11:15:00+00:00,2016-11-10 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-18 11:15:00+00:00,2016-09-18 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-18 15:00:00+00:00,2016-09-18 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-18 16:20:00+00:00,2016-09-18 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-19 16:20:00+00:00,2016-10-19 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-19 15:00:00+00:00,2016-10-19 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-19 11:15:00+00:00,2016-10-19 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-17 11:15:00+00:00,2016-09-17 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-17 15:00:00+00:00,2016-09-17 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-17 16:20:00+00:00,2016-09-17 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-23 15:00:00+00:00,2016-10-23 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-25 11:15:00+00:00,2016-10-25 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-25 15:00:00+00:00,2016-10-25 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-25 16:20:00+00:00,2016-10-25 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-11-11 16:20:00+00:00,2016-11-11 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-11-11 15:00:00+00:00,2016-11-11 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-11-11 11:15:00+00:00,2016-11-11 11:45:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-20 16:20:00+00:00,2016-10-20 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-20 15:00:00+00:00,2016-10-20 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-20 11:15:00+00:00,2016-10-20 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-16 11:15:00+00:00,2016-09-16 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-16 15:00:00+00:00,2016-09-16 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-16 16:20:00+00:00,2016-09-16 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-11-12 16:20:00+00:00,2016-11-12 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-11-12 15:00:00+00:00,2016-11-12 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-11-12 11:15:00+00:00,2016-11-12 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-15 11:15:00+00:00,2016-09-15 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-15 15:00:00+00:00,2016-09-15 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-15 16:20:00+00:00,2016-09-15 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-21 16:20:00+00:00,2016-10-21 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-21 15:00:00+00:00,2016-10-21 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-21 11:15:00+00:00,2016-10-21 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-23 11:15:00+00:00,2016-10-23 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-24 11:15:00+00:00,2016-10-24 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-24 15:00:00+00:00,2016-10-24 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-24 16:20:00+00:00,2016-10-24 16:50:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-14 11:15:00+00:00,2016-09-14 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-14 15:00:00+00:00,2016-09-14 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-14 16:20:00+00:00,2016-09-14 16:50:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-10-22 16:20:00+00:00,2016-10-22 16:50:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-10-22 15:00:00+00:00,2016-10-22 15:30:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-10-22 11:15:00+00:00,2016-10-22 11:45:00+00:00,Sukhoi SuperJet-100
PG0163,Брянск,Шереметьево,2016-09-13 11:15:00+00:00,2016-09-13 11:45:00+00:00,Sukhoi SuperJet-100
PG0162,Брянск,Шереметьево,2016-09-13 15:00:00+00:00,2016-09-13 15:30:00+00:00,Sukhoi SuperJet-100
PG0161,Брянск,Шереметьево,2016-09-13 16:20:00+00:00,2016-09-13 16:50:00+00:00,Sukhoi SuperJet-100
PG0649,Брянск,Белгород,2016-09-20 11:35:00+00:00,2016-09-20 12:00:00+00:00,Sukhoi SuperJet-100
PG0649,Брянск,Белгород,2016-10-26 11:35:00+00:00,2016-10-26 12:00:00+00:00,Sukhoi SuperJet-100
PG0649,Брянск,Белгород,2016-11-07 11:35:00+00:00,2016-11-07 12:00:00+00:00,Sukhoi SuperJet-100
PG0649,Брянск,Белгород,2016-10-12 11:35:00+00:00,2016-10-12 12:00:00+00:00,Sukhoi SuperJet-100
PG0649,Брянск,Белгород,2016-11-06 11:35:00+00:00,2016-11-06 12:00:00+00:00,Sukhoi SuperJet-100
PG0649,Брянск,Белгород,2016-09-18 11:35:00+00:00,2016-09-18 12:00:00+00:00,Sukhoi SuperJet-100
PG0649,Брянск,Белгород,2016-10-30 11:35:00+00:00,2016-10-30 12:00:00+00:00,Sukhoi SuperJet-100
PG0649,Брянск,Белгород,2016-10-31 11:35:00+00:00,2016-10-31 12:00:00+00:00,Sukhoi SuperJet-100
PG0649,Брянск,Белгород,2016-10-27 11:35:00+00:00,2016-10-27 12:00:00+00:00,Sukhoi SuperJet-100
PG0649,Брянск,Белгород,2016-09-16 11:35:00+00:00,2016-09-16 12:00:00+00:00,Sukhoi SuperJet-100
PG0649,Брянск,Белгород,2016-09-25 11:35:00+00:00,2016-09-25 12:00:00+00:00,Sukhoi SuperJet-100
PG0649,Брянск,Белгород,2016-11-10 11:35:00+00:00,2016-11-10 12:00:00+00:00,Sukhoi SuperJet-100
PG0649,Брянск,Белгород,2016-10-11 11:35:00+00:00,2016-10-11 12:00:00+00:00,Sukhoi SuperJet-100
PG0649,Брянск,Белгород,2016-09-19 11:35:00+00:00,2016-09-19 12:00:00+00:00,Sukhoi SuperJet-100
